names,ratings,classified,school_address,zipcode,types,grades,student_nums,st_ratios,districts
Applications And Research Laboratory,Currently unrated,Currently unrated,"10920 Clarksville Pike, Ellicott City, MD", 21042,Public district,Ungraded,,,Howard County Public Schools
Thurmont Primary School,Currently unrated,Currently unrated,"7989 Rocky Ridge Road, Thurmont, MD", 21788,Public district,PK-2,373,18:1,Frederick County Public Schools
Advent Lutheran Elementary School,Currently unrated,Currently unrated,"2230 Rock Spring Rd, Forest Hill, MD", 21050,Private,K-4,19,,
Brookeville Christian Academy of Arts and Sciences,Currently unrated,Currently unrated,"P.O. Box 752, Gaithersburg, MD", 20884,Private,PK-12,25,,
The Maryland International Day School,Currently unrated,Currently unrated,"2317 Brinkley Road, Fort Washington, MD", 20744,Private,PK-8,73,,
Digital Harbor High School,1/10,Below average,"1100 Covington Street, Baltimore, MD", 21230,Public district,9-12,1484,16:1,Baltimore City Public Schools
Reginald F. Lewis High School,2/10,Below average,"6401 Pioneer Drive, Baltimore, MD", 21214,Public district,9-12,525,16:1,Baltimore City Public Schools
Dr. Samuel L. Banks High School,Currently unrated,Currently unrated,"5000 Truesdale Ave, Baltimore, MD", 21206,Public district,8-12,,,Baltimore City Public Schools
Monocacy Valley Montessori School,7/10,Above average,"217 Dill Avenue, Frederick, MD", 21701,Public charter,PK-8,300,22:1,Frederick County Public Schools
Possibility Stem Preparatory Academy,Currently unrated,Currently unrated,"601 Largo Rd, Upper Marlboro, MD", 20774,Public charter,6-8,419,,Prince George's County Public Schools
Crossroads Adventist School,Currently unrated,Currently unrated,"3291 Saint Johns Lane, Ellicott City, MD", 21042,Private,PK-8,57,,
St. Johns Parish Day School,Currently unrated,Currently unrated,"9130 Frederick Road, Ellicott City, MD", 21042,Private,PK-5,254,,
Calvert School,Currently unrated,Currently unrated,"105 Tuscany Road, Baltimore, MD", 21210,Private,K-8,692,,
Dayspring Christian Academy,Currently unrated,Currently unrated,"2122 West Joppa Road, Towson, MD", 21093,Private,PK-8,44,,
Foundation Schools,Currently unrated,Currently unrated,"6000 Executive Blvd, Rockville, MD", 20852,Private,1-12,,,
Elementary School of St. Marks,Currently unrated,Currently unrated,"1620 Reisterstown Rd, Pikesville, MD", 21208,Private,1-4,,,
Faith Deliverance Academy,Currently unrated,Currently unrated,"P.O. Box 186/1808 Jersey Rd, Salisbury, MD", 21801,Private,2-12,,,
Upper Mountain View School,Currently unrated,Currently unrated,"3457 Spring Hill Rd, Salisbury, MD", 15558,Private,1-8,25,,
Beth Tfiloh Dahan Community School,Currently unrated,Currently unrated,"3300 Old Court Road, Pikesville, MD", 21208,Private,PK-12,954,,
Freedom Christian Academy,Currently unrated,Currently unrated,"5201 Baltimore Ln, Lanham, MD", 20706,Private,2-8,,,
Friendship Adventist School,Currently unrated,Currently unrated,"901 Andover Road, Linthicum Heights, MD", 21090,Private,PK-8,44,,
Ivymount School,Currently unrated,Currently unrated,"11614 7 Locks Road, Rockville, MD", 20854,Private,1-10,209,,
Friendship School,Currently unrated,Currently unrated,"25979 Friendship School Road, Mechanicsville, MD", 20659,Private,1-8,44,,
Friendship School,Currently unrated,Currently unrated,"6505 Ridenour Way, Sykesville, MD", 21784,Private,7,4,,
Boys Latin School of Maryland,Currently unrated,Currently unrated,"822 W Lake Ave, Baltimore, MD", 21210,Private,K-12,624,,
Glen Burnie Nazarene Christian School,Currently unrated,Currently unrated,"100 Northdale Rd, Glen Burnie, MD", 21060,Private,4, 7-10,,
Gods Excellent Disciples Christian Academy,Currently unrated,Currently unrated,"4617 York Road, Baltimore, MD", 21212,Private,PK-8,26,,
Grace Christian Preparatory Ac,Currently unrated,Currently unrated,"P.O. Box 41350, Baltimore, MD", 21203,Private,K-11,,,
Grace Episcopal Day School,Currently unrated,Currently unrated,"9411 Connecticut Avenue, Kensington, MD", 20895,Private,PK-5,100,,
Harbour School at Baltimore TH,Currently unrated,Currently unrated,"2603 Rolling Road, Baltimore, MD", 21244,Private,Ungraded,,,
Gateway School,Currently unrated,Currently unrated,"5900 Metro Drive, Baltimore, MD", 21215,Private,PK-6,45,,
High Road Academy,Currently unrated,Currently unrated,"9705 Washington Boulevard North, Laurel, MD", 20723,Private,4-11,71,,
Holy Trinity Episcopal Day School,Currently unrated,Currently unrated,"11902 Daisy Lane, Glenn Dale, MD", 20769,Private,PK-8,520,,
The Inter Faith Academy,Currently unrated,Currently unrated,"3333 Greenmount Avenue, Baltimore, MD", 21218,Private,Ungraded,,,
The Jefferson School At Finan Center,Currently unrated,Currently unrated,"Po Box 1722, Cumberland, MD", 21501,Private,4-12,45,,
Jefferson School at Way Statio,Currently unrated,Currently unrated,"230 W Patrick St P.O. Box 3826, Frederick, MD", 21701,Private,9-12,,,
The Benedictine School,Currently unrated,Currently unrated,"14299 Benedictine Lane, Ridgely, MD", 21660,Private,Ungraded,78,,
Kehillat Montessori - Kemp Mill Montessori School,Currently unrated,Currently unrated,"P.O. Box 3447, Silver Spring, MD", 20918,Private,PK-6,,,
Kennedy Krieger High School Ca,Currently unrated,Currently unrated,"3825 Greenspring Avenue, Baltimore, MD", 21211,Private,9-12,,,
Holden Montessori Day School,Currently unrated,Currently unrated,"5450 Massachusetts Avenue, Bethesda, MD", 20816,Private,Ungraded,,,
Kiddie Academy Of Oxon Hill,Currently unrated,Currently unrated,"6031 Oxon Hill Road, Oxon Hill-Glassmanor, MD", 20745,Private,K,8,,
Kingdom Christian Academy,Currently unrated,Currently unrated,"529 Commerce Dr, Upper Marlboro, MD", 20774,Private,PK-4, 7,14,
Kings Landing Academy,Currently unrated,Currently unrated,"4771 Sunday Drive, Huntingtown, MD", 20639,Private,Ungraded,18,,
Emmanuel Christian School,Currently unrated,Currently unrated,"16221 National Pike, Hagerstown, MD", 21740,Private,PK-12,69,,
Chimes School,Currently unrated,Currently unrated,"4810 Seton Drive, Baltimore, MD", 21215,Private,Ungraded,53,,
Bowling Brook Preparatory School,Currently unrated,Currently unrated,"P.O. Box 100, Keymar, MD", 21757,Private,Ungraded,,,
Jamon Montessori Day School,Currently unrated,Currently unrated,"52 Randolph Road, Silver Spring, MD", 20904,Private,PK-1,38,,
Grafton School,Currently unrated,Currently unrated,"11710 Hunters Lane, Rockville, MD", 20852,Private,Ungraded,,,
Highland Park Christian Academy,Currently unrated,Currently unrated,"6801 Sheriff Road, Landover, MD", 20785,Private,PK-8,231,,
Henson Valley Montessori School,Currently unrated,Currently unrated,"2317 Brinkley Road, Fort Washington, MD", 20744,Private,PK-8,50,,
Christian Family Montessori School,Currently unrated, 20011,"201 Allison St., NW, Mount Rainier", MD,Currently unrated,Private,PK-6,93,
Thomas Jefferson Preparatory School,Currently unrated,Currently unrated,"12801 Darnestown Rd., Darnestown, MD", 20878,Private,PK-8,22,,
Firm Foundation & Faith Academy,Currently unrated,Currently unrated,"2261 Oxon Run Drive, Temple Hills, MD", 20748,Private,PK-2,67,,
Frederick Country Day Montessori School,Currently unrated,Currently unrated,"1601 Wheyfield Drive, Frederick, MD", 21701,Private,K,85,,
The Harbour School At Annapolis,Currently unrated,Currently unrated,"1277 Green Holly Drive, Annapolis, MD", 21409,Private,3-12,159,,
Kennedy Kreeger Fairmount School,Currently unrated,Currently unrated,"1750 East Fairmount Avenue, Baltimore, MD", 21231,Private,1-8,154,,
Salem Education Center,Currently unrated,Currently unrated,"4229 Middletown Branch Rd, Vienna, MD", 21869,Private,9-12,,,
Georgetown Hill Child Care Center,Currently unrated,Currently unrated,"8311 Bells Mill Rd, Potomac, MD", 20854,Private,PK-1,,,
Chesapeake Alternative School,Currently unrated,Currently unrated,"301 East Patapsco Avenue, Baltimore, MD", 21225,Private,Ungraded,30,,
Shorehaven School,Currently unrated,Currently unrated,"1040 Singerly Road, Elkton, MD", 21921,Private,Ungraded,31,,
Glenwood Country Day School,Currently unrated,Currently unrated,"14785 Bushy Park Road, Woodbine, MD", 21797,Private,PK-1,46,,
Lycee Rochambeau French International School,Currently unrated,Currently unrated,"3200 Woodbine St, Chevy Chase, MD", 20815,Private,PK-12,1050,,
Miracle Baptist Christian School,Currently unrated,Currently unrated,"4613 Moravia Rd, Baltimore, MD", 21206,Private,PK-6,,,
Montessori School Of Westminster,Currently unrated,Currently unrated,"1055 Montessori Drive, Westminster, MD", 21158,Private,PK-8,113,,
Visionquest Morning Star Youth Academy,Currently unrated,Currently unrated,"Po Box 130, Woolford, MD", 21677,Private,9,30,,
Mount Clare Christian School,Currently unrated,Currently unrated,"320 South Vincent Street, Baltimore, MD", 21223,Private,K-12,44,,
NCL: the Nazarene Christian Le,Currently unrated,Currently unrated,"147 Sullivan Road, Westminster, MD", 21157,Private,PK-1,,,
North Carroll Christian Academy,Currently unrated,Currently unrated,"2693 Hanover Pike, Hampstead, MD", 21074,Private,K-11,,,
New Beginnings Christian Academy,Currently unrated,Currently unrated,"P.O. Box 306, Gambrills, MD", 21054,Private,PK-4,,,
Pathways School-Hyattsville,Currently unrated,Currently unrated,"3120 Nicholson St, Hyattsville, MD", 20782,Private,4-8,,,
Faith Arts Academy,Currently unrated,Currently unrated,"13618 Layhill Road, Silver Spring, MD", 20906,Private,PK-5,91,,
Seaside Christian Academy,Currently unrated,Currently unrated,"12637a Ocean Gateway, Ocean City, MD", 21842,Private,PK-8,125,,
Our Lady Of Grace School,Currently unrated,Currently unrated,"18310 Middletown Road, Parkton, MD", 21120,Private,PK-8,193,,
Our Lady of the Rosary High School,Currently unrated,Currently unrated,"420 S. Chester Street, Baltimore, MD", 21231,Private,9-12,,,
Pathways School - Hyattsville,Currently unrated,Currently unrated,"3401 East West Hwy, Hyattsville, MD", 20782,Private,4-8,,,
Primary Montessori Day School,Currently unrated,Currently unrated,"14138 Travilah Road, Rockville, MD", 20850,Private,PK-3,140,,
Childway,Currently unrated,Currently unrated,"4058 Blackburn Lane, Burtonsville, MD", 20866,Private,Ungraded,24,,
Progressive Christian Day & Preparatory Academy,Currently unrated,Currently unrated,"610 Largo Road, Largo, MD", 20774,Private,PK-12,390,,
Providence Christian School,Currently unrated,Currently unrated,"4515 Sandy Spring Road, Burtonsville, MD", 20866,Private,K-6,,,
Rosedale Baptist School,Currently unrated,Currently unrated,"9202 Philadelphia Rd, Baltimore, MD", 21237,Private,PK-12,450,,
The Arrow Center For Education,Currently unrated,Currently unrated,"1605 Cromwell Bridge Road, Parkville, MD", 21234,Private,7-12,27,,
Community School Of Maryland,Currently unrated,Currently unrated,"21515 Zion Road, Brookeville, MD", 20833,Private,Ungraded,35,,
Severna Park Children's Centre,Currently unrated,Currently unrated,"144 Ritchie Highway, Pasadena, MD", 21122,Private,K,,,
Salisbury Christian School,Currently unrated, 21804,"224 Phillip Morris Drive, Ste, Salisbury", MD,Currently unrated,Private,6-12,,
School of Original Thought,Currently unrated,Currently unrated,"3107 Erdman Ave 09, Baltimore, MD", 21213,Private,1-11,,,
Severna Park Christian School,Currently unrated,Currently unrated,"P.O. Box 826, Severna Park, MD", 21146,Private,1-12,,,
Shabach! Christian Academy,Currently unrated,Currently unrated,"3600 Brightseat Road, Landover, MD", 20785,Private,PK-8,372,,
Shalheves High School,Currently unrated,Currently unrated,"5800 Park Heights Ave, Baltimore, MD", 21215,Private,9-12,,,
Sidwell Friends Academy,Currently unrated,Currently unrated,"5100 Edgemoor Lane, Bethesda, MD", 20814,Private,PK-12,,,
St Stephens Classical Christian Academy,Currently unrated,Currently unrated,"2275 Liberty Road, Eldersburg, MD", 21784,Private,PK-8,90,,
Crossland Latin School,Currently unrated,Currently unrated,"3400 Norman Ave., Baltimore, MD", 21213,Private,3-7,,,
St. Thomas More Academy,Currently unrated, 21769,"103 Prospect St. Middletown, MD 21769, Middletown", MD,Currently unrated,Private,PK-8,80,
Stepping Stones Learning Academy,Currently unrated,Currently unrated,"402 West Main Street, Fruitland, MD", 21826,Private,PK-12,111,,
School Of The Incarnation,Currently unrated,Currently unrated,"2601 Symphony Lane, Gambrills, MD", 21054,Private,K-8,757,,
Taylor School,Currently unrated,Currently unrated,"4100 College Avenue, Ellicott City, MD", 21043,Private,7-12,,,
Beth-El,Currently unrated,Currently unrated,"11500 Cronridge Drive, Owings Mills, MD", 21117,Private,K,,,
Harry and Jeanette Weinberg Academy,Currently unrated,Currently unrated,"10712 Marriottsville Rd, Randallstown, MD", 21133,Private,1-5,,,
Waldorf School of Baltimore,Currently unrated,Currently unrated,"4801 Tamarind Road, Baltimore, MD", 21209,Private,PK-8,150,,
London Towne Academy,Currently unrated,Currently unrated,"211 Mayo Road, Edgewater, MD", 21037,Private,K,13,,
Maple Shade School,Currently unrated,Currently unrated,"23704 Ocean Gateway, Mardela Springs, MD", 21837,Private,Ungraded,,,
Well Watered Wells Leadership Academy,Currently unrated,Currently unrated,"30529 Prince William Street, Princess Anne, MD", 21853,Private,PK-1,16,,
The Nora School,Currently unrated,Currently unrated,"955 Sligo Avenue, Silver Spring, MD", 20910,Private,9-12,60,,
Villa Maria School,Currently unrated,Currently unrated,"2300 Dulaney Valley Road, Lutherville-Timonium, MD", 21093,Private,6-9,60,,
Katherine Thomas School,Currently unrated,Currently unrated,"9975 Medical Center Drive, Rockville, MD", 20850,Private,PK-12,137,,
Calvary Weekday School,Currently unrated,Currently unrated,"131 West 2nd Street, Frederick, MD", 21701,Private,K,16,,
Villa Maria School,Currently unrated,Currently unrated,"2300 Dulaney Valley Rd Ste 1, Lutherville-Timonium, MD", 21093,Private,Ungraded,,,
Transition Program at Frostburg,Currently unrated,Currently unrated,"101 Braddock Rd Guild Hall 00, Frostburg, MD", 21532,Public district,12,,,Allegany County Public Schools
Central Special School,Currently unrated,Currently unrated,"140 Stepney Lane, Edgewater, MD", 21037,Public district,PK-12,135,4:1,Anne Arundel County Public Schools
Marley Glen School,Currently unrated,Currently unrated,"200 Scott Avenue, Glen Burnie, MD", 21060,Public district,PK-12,104,2:1,Anne Arundel County Public Schools
Ruth Parker Eason School,Currently unrated,Currently unrated,"648 Old Mill Road, Millersville, MD", 21108,Public district,PK-12,113,3:1,Anne Arundel County Public Schools
Thurgood Marshall High School,Currently unrated,Currently unrated,"5000 Truesdale Ave, Baltimore, MD", 21206,Public district,8-12,,,Baltimore City Public Schools
Doris M. Johnson High School,Currently unrated,Currently unrated,"2801 St Lo Dr, Baltimore, MD", 21213,Public district,8-12,,,Baltimore City Public Schools
Battle Monument School,Currently unrated,Currently unrated,"7801 East Collingham Drive, Dundalk, MD", 21222,Public district,PK-12,72,3:1,Baltimore County Public Schools
Maiden Choice School,Currently unrated,Currently unrated,"4901 Shelbourne Road, Baltimore, MD", 21227,Public district,PK-12,115,7:1,Baltimore County Public Schools
Ridge Ruxton School,1/10,Below average,"6916 Maryland 139, Towson, MD", 21204,Public district,PK-12,124,5:1,Baltimore County Public Schools
Gateway School,Currently unrated,Currently unrated,"45 Kate Wagner Road, Westminster, MD", 21157,Public district,9-12,65,3:1,Carroll County Public Schools
Rock Creek School,Currently unrated,Currently unrated,"191 Waverley Drive, Frederick, MD", 21702,Public district,PK-12,77,5:1,Frederick County Public Schools
Homewood School,Currently unrated,Currently unrated,"10914 Clarksville Pike, Columbia, MD", 21044,Public district,6-12,148,3:1,Howard County Public Schools
Folly Quarter Middle School,9/10,Above average,"13500 Triadelphia Road, Ellicott City, MD", 21042,Public district,6-8,634,13:1,Howard County Public Schools
Rica-Southern MD,Currently unrated,Currently unrated,"9400 Surratts Rd, Cheltenham, MD", 20623,Public district,Ungraded,,,Prince George's County Public Schools
Community Based Classrooms,3/10,Below average,"5150 Annapolis Road, Bladensburg, MD", 20710,Public district,10-12,112,21:1,Prince George's County Public Schools
Tanglewood Regional Center,Currently unrated,Currently unrated,"8333 Woodyard Road, Clinton, MD", 20735,Public district,K-8,38,4:1,Prince George's County Public Schools
James E. Duckworth Regional Center,Currently unrated,Currently unrated,"11201 Evans Trail, Beltsville, MD", 20705,Public district,K-12,85,6:1,Prince George's County Public Schools
C. Elizabeth Rieg Regional Center,1/10,Below average,"15542 Peach Walker Drive, Bowie, MD", 20716,Public district,K-12,103,6:1,Prince George's County Public Schools
